EVENT,BOUT,ROUND,FIGHTER,KD,SIG.STR.,SIG.STR. %,TOTAL STR.,TD,TD %,SUB.ATT,REV.,CTRL,HEAD,BODY,LEG,DISTANCE,CLINCH,GROUND
UFC Fight Night: Thompson vs. Pettis,John Makdessi vs. Jesus Pinedo,Round 2,Jesus Pinedo,0.0,13 of 37,35%,13 of 38,0 of 0,,0.0,0.0,0:00,7 of 24,3 of 6,3 of 7,13 of 37,0 of 0,0 of 0
UFC Fight Night: Thompson vs. Pettis,John Makdessi vs. Jesus Pinedo,Round 3,Jesus Pinedo,0.0,17 of 51,33%,17 of 51,0 of 0,,0.0,0.0,0:00,11 of 37,5 of 9,1 of 5,17 of 51,0 of 0,0 of 0
UFC Fight Night: Thompson vs. Pettis,Jussier Formiga vs. Deiveson Figueiredo,Round 2,Deiveson Figueiredo,0.0,6 of 14,42%,24 of 35,0 of 0,,0.0,0.0,0:00,4 of 12,2 of 2,0 of 0,3 of 11,1 of 1,2 of 2
UFC Fight Night: Thompson vs. Pettis,Luis Pena vs. Steven Peterson,Round 2,Luis Pena,0.0,23 of 57,40%,26 of 60,0 of 0,,0.0,0.0,0:22,19 of 52,4 of 5,0 of 0,20 of 46,3 of 11,0 of 0
UFC Fight Night: Thompson vs. Pettis,Maycee Barber vs. JJ Aldrich,Round 1,Maycee Barber,0.0,23 of 56,41%,26 of 60,0 of 0,,0.0,0.0,0:00,9 of 39,3 of 3,11 of 14,19 of 46,4 of 10,0 of 0
UFC Fight Night: Thompson vs. Pettis,Maycee Barber vs. JJ Aldrich,Round 2,Maycee Barber,0.0,32 of 54,59%,33 of 55,0 of 0,,0.0,0.0,0:02,25 of 44,3 of 5,4 of 5,20 of 41,12 of 13,0 of 0
UFC Fight Night: Thompson vs. Pettis,Maycee Barber vs. JJ Aldrich,Round 1,JJ Aldrich,0.0,17 of 55,30%,18 of 56,0 of 0,,0.0,0.0,0:25,15 of 53,1 of 1,1 of 1,15 of 51,1 of 2,1 of 2
UFC Fight Night: Thompson vs. Pettis,Maycee Barber vs. JJ Aldrich,Round 2,JJ Aldrich,0.0,8 of 30,26%,10 of 32,0 of 0,,0.0,0.0,0:14,8 of 29,0 of 1,0 of 0,4 of 23,4 of 7,0 of 0
UFC Fight Night: Thompson vs. Pettis,Bryce Mitchell vs. Bobby Moffett,Round 2,Bryce Mitchell,0.0,7 of 16,43%,15 of 25,0 of 0,,0.0,0.0,0:47,3 of 10,3 of 5,1 of 1,7 of 16,0 of 0,0 of 0
UFC Fight Night: Thompson vs. Pettis,Marlon Vera vs. Frankie Saenz,Round 1,Marlon Vera,1.0,12 of 16,75%,13 of 17,0 of 0,,0.0,0.0,0:03,7 of 9,0 of 1,5 of 6,7 of 11,0 of 0,5 of 5
UFC Fight Night: Thompson vs. Pettis,Marlon Vera vs. Frankie Saenz,Round 1,Frankie Saenz,0.0,4 of 10,40%,4 of 10,0 of 0,,0.0,0.0,0:00,1 of 5,1 of 3,2 of 2,4 of 10,0 of 0,0 of 0
UFC Fight Night: Thompson vs. Pettis,Alexis Davis vs. Jennifer Maia,Round 3,Alexis Davis,0.0,41 of 66,62%,43 of 68,0 of 0,,0.0,0.0,0:08,10 of 30,14 of 18,17 of 18,38 of 62,3 of 4,0 of 0
UFC Fight Night: Thompson vs. Pettis,Alexis Davis vs. Jennifer Maia,Round 1,Jennifer Maia,0.0,26 of 42,61%,33 of 53,0 of 0,,0.0,0.0,1:18,17 of 33,6 of 6,3 of 3,17 of 30,9 of 12,0 of 0
UFC Fight Night: Thompson vs. Pettis,Alexis Davis vs. Jennifer Maia,Round 2,Jennifer Maia,0.0,8 of 28,28%,11 of 31,0 of 0,,0.0,0.0,0:00,4 of 24,3 of 3,1 of 1,8 of 27,0 of 1,0 of 0
UFC Fight Night: Thompson vs. Pettis,Alexis Davis vs. Jennifer Maia,Round 3,Jennifer Maia,0.0,26 of 58,44%,26 of 58,0 of 0,,0.0,0.0,0:00,23 of 55,3 of 3,0 of 0,24 of 56,2 of 2,0 of 0
UFC Fight Night: Thompson vs. Pettis,Randa Markos vs. Angela Hill,Round 1,Angela Hill,0.0,2 of 7,28%,2 of 7,0 of 0,,0.0,0.0,0:42,1 of 6,1 of 1,0 of 0,2 of 5,0 of 2,0 of 0
UFC Fight Night: Thompson vs. Pettis,Ryan MacDonald vs. Chris Gutierrez,Round 1,Ryan MacDonald,0.0,6 of 23,26%,6 of 23,0 of 0,,0.0,0.0,0:00,2 of 15,0 of 2,4 of 6,6 of 23,0 of 0,0 of 0
UFC Fight Night: Thompson vs. Pettis,Ryan MacDonald vs. Chris Gutierrez,Round 3,Ryan MacDonald,0.0,6 of 26,23%,6 of 26,0 of 0,,0.0,0.0,0:40,0 of 18,1 of 2,5 of 6,6 of 25,0 of 1,0 of 0
UFC Fight Night: Thompson vs. Pettis,Ryan MacDonald vs. Chris Gutierrez,Round 1,Chris Gutierrez,0.0,22 of 46,47%,22 of 46,0 of 0,,0.0,0.0,0:00,1 of 16,7 of 12,14 of 18,22 of 46,0 of 0,0 of 0
UFC Fight Night: Thompson vs. Pettis,Ryan MacDonald vs. Chris Gutierrez,Round 2,Chris Gutierrez,0.0,27 of 44,61%,28 of 46,0 of 0,,0.0,0.0,0:08,8 of 22,8 of 9,11 of 13,27 of 44,0 of 0,0 of 0
UFC Fight Night: Thompson vs. Pettis,Ryan MacDonald vs. Chris Gutierrez,Round 3,Chris Gutierrez,0.0,20 of 31,64%,20 of 31,0 of 0,,0.0,0.0,0:00,6 of 13,6 of 8,8 of 10,20 of 29,0 of 2,0 of 0
UFC Fight Night: Thompson vs. Pettis,Eric Shelton vs. Jordan Espinosa,Round 1,Eric Shelton,0.0,6 of 16,37%,6 of 16,0 of 0,,0.0,0.0,0:00,5 of 13,0 of 1,1 of 2,6 of 15,0 of 1,0 of 0
UFC Fight Night: Thompson vs. Pettis,Eric Shelton vs. Jordan Espinosa,Round 2,Eric Shelton,0.0,8 of 30,26%,8 of 30,0 of 0,,0.0,0.0,0:00,5 of 27,1 of 1,2 of 2,8 of 30,0 of 0,0 of 0
UFC Fight Night: Thompson vs. Pettis,Eric Shelton vs. Jordan Espinosa,Round 3,Eric Shelton,0.0,11 of 35,31%,11 of 35,0 of 0,,0.0,0.0,0:00,8 of 29,0 of 1,3 of 5,11 of 34,0 of 1,0 of 0
UFC Fight Night: Thompson vs. Pettis,Eric Shelton vs. Jordan Espinosa,Round 3,Jordan Espinosa,0.0,15 of 34,44%,15 of 34,0 of 0,,0.0,0.0,0:00,9 of 27,3 of 3,3 of 4,15 of 34,0 of 0,0 of 0
UFC Fight Night: Till vs. Masvidal,Darren Till vs. Jorge Masvidal,Round 2,Darren Till,0.0,8 of 16,50%,8 of 16,0 of 0,,0.0,0.0,0:04,7 of 15,0 of 0,1 of 1,8 of 16,0 of 0,0 of 0
UFC Fight Night: Till vs. Masvidal,Leon Edwards vs. Gunnar Nelson,Round 2,Leon Edwards,1.0,23 of 36,63%,25 of 38,0 of 0,,0.0,0.0,0:30,16 of 27,7 of 8,0 of 1,3 of 11,9 of 11,11 of 14
UFC Fight Night: Till vs. Masvidal,Leon Edwards vs. Gunnar Nelson,Round 2,Gunnar Nelson,0.0,3 of 11,27%,3 of 11,0 of 0,,0.0,0.0,0:37,1 of 8,1 of 2,1 of 1,1 of 9,2 of 2,0 of 0
UFC Fight Night: Till vs. Masvidal,Volkan Oezdemir vs. Dominick Reyes,Round 1,Dominick Reyes,0.0,10 of 30,33%,10 of 30,0 of 0,,0.0,0.0,0:00,2 of 19,4 of 7,4 of 4,9 of 28,1 of 2,0 of 0
UFC Fight Night: Till vs. Masvidal,Volkan Oezdemir vs. Dominick Reyes,Round 3,Dominick Reyes,0.0,18 of 52,34%,21 of 55,0 of 0,,0.0,0.0,0:00,9 of 38,7 of 11,2 of 3,17 of 51,1 of 1,0 of 0
UFC Fight Night: Till vs. Masvidal,Danny Roberts vs. Claudio Silva,Round 1,Danny Roberts,0.0,6 of 12,50%,7 of 13,0 of 0,,0.0,1.0,0:20,6 of 12,0 of 0,0 of 0,1 of 7,0 of 0,5 of 5
UFC Fight Night: Till vs. Masvidal,Danny Roberts vs. Claudio Silva,Round 2,Danny Roberts,0.0,6 of 12,50%,6 of 12,0 of 0,,0.0,2.0,0:56,6 of 12,0 of 0,0 of 0,4 of 9,2 of 2,0 of 1
UFC Fight Night: Till vs. Masvidal,Danny Roberts vs. Claudio Silva,Round 3,Danny Roberts,0.0,14 of 21,66%,16 of 23,0 of 0,,0.0,0.0,1:55,12 of 19,2 of 2,0 of 0,1 of 2,0 of 0,13 of 19
UFC Fight Night: Till vs. Masvidal,Danny Roberts vs. Claudio Silva,Round 3,Claudio Silva,0.0,0 of 2,0%,0 of 2,0 of 0,,2.0,0.0,0:00,0 of 2,0 of 0,0 of 0,0 of 2,0 of 0,0 of 0
UFC Fight Night: Till vs. Masvidal,Jack Marshman vs. John Phillips,Round 1,Jack Marshman,0.0,11 of 31,35%,11 of 31,0 of 0,,0.0,0.0,0:00,8 of 28,2 of 2,1 of 1,11 of 31,0 of 0,0 of 0
UFC Fight Night: Till vs. Masvidal,Jack Marshman vs. John Phillips,Round 2,Jack Marshman,0.0,9 of 50,18%,9 of 50,0 of 0,,0.0,0.0,0:00,4 of 43,5 of 6,0 of 1,9 of 50,0 of 0,0 of 0
UFC Fight Night: Till vs. Masvidal,Jack Marshman vs. John Phillips,Round 3,Jack Marshman,0.0,11 of 68,16%,11 of 68,0 of 0,,0.0,0.0,0:00,7 of 64,3 of 3,1 of 1,11 of 68,0 of 0,0 of 0
UFC Fight Night: Till vs. Masvidal,Jack Marshman vs. John Phillips,Round 1,John Phillips,1.0,11 of 32,34%,14 of 36,0 of 0,,0.0,0.0,0:36,3 of 18,4 of 10,4 of 4,9 of 28,2 of 4,0 of 0
UFC Fight Night: Till vs. Masvidal,Jack Marshman vs. John Phillips,Round 2,John Phillips,0.0,10 of 23,43%,10 of 23,0 of 0,,0.0,0.0,0:00,5 of 18,2 of 2,3 of 3,9 of 22,1 of 1,0 of 0
UFC Fight Night: Till vs. Masvidal,Jack Marshman vs. John Phillips,Round 3,John Phillips,0.0,11 of 40,27%,11 of 40,0 of 0,,0.0,0.0,0:00,7 of 34,2 of 3,2 of 3,11 of 40,0 of 0,0 of 0
UFC Fight Night: Till vs. Masvidal,Arnold Allen vs. Jordan Rinaldi,Round 1,Arnold Allen,0.0,7 of 32,21%,11 of 38,0 of 0,,0.0,0.0,0:57,4 of 22,1 of 2,2 of 8,5 of 23,0 of 1,2 of 8
UFC Fight Night: Till vs. Masvidal,Arnold Allen vs. Jordan Rinaldi,Round 2,Arnold Allen,1.0,17 of 45,37%,17 of 45,0 of 0,,0.0,0.0,0:02,13 of 39,4 of 6,0 of 0,17 of 45,0 of 0,0 of 0
UFC Fight Night: Till vs. Masvidal,Arnold Allen vs. Jordan Rinaldi,Round 3,Arnold Allen,0.0,13 of 34,38%,13 of 34,0 of 0,,0.0,0.0,0:00,8 of 29,5 of 5,0 of 0,13 of 34,0 of 0,0 of 0
UFC Fight Night: Till vs. Masvidal,Arnold Allen vs. Jordan Rinaldi,Round 1,Jordan Rinaldi,0.0,8 of 31,25%,8 of 32,0 of 0,,0.0,0.0,0:00,0 of 15,3 of 7,5 of 9,8 of 30,0 of 1,0 of 0
UFC Fight Night: Till vs. Masvidal,Marc Diakiese vs. Joe Duffy,Round 1,Marc Diakiese,1.0,25 of 41,60%,25 of 41,0 of 0,,0.0,0.0,0:07,8 of 20,7 of 8,10 of 13,25 of 40,0 of 1,0 of 0
UFC Fight Night: Till vs. Masvidal,Marc Diakiese vs. Joe Duffy,Round 2,Joe Duffy,0.0,4 of 21,19%,9 of 27,0 of 0,,0.0,0.0,0:19,3 of 18,1 of 3,0 of 0,3 of 20,1 of 1,0 of 0
UFC Fight Night: Till vs. Masvidal,Nicolae Negumereanu vs. Saparbeg Safarov,Round 1,Nicolae Negumereanu,0.0,7 of 14,50%,12 of 19,0 of 0,,0.0,0.0,0:00,2 of 5,3 of 7,2 of 2,3 of 6,4 of 8,0 of 0
UFC Fight Night: Till vs. Masvidal,Nicolae Negumereanu vs. Saparbeg Safarov,Round 2,Nicolae Negumereanu,0.0,4 of 11,36%,7 of 14,0 of 0,,0.0,0.0,0:00,3 of 10,0 of 0,1 of 1,4 of 11,0 of 0,0 of 0
UFC Fight Night: Till vs. Masvidal,Nicolae Negumereanu vs. Saparbeg Safarov,Round 3,Nicolae Negumereanu,0.0,0 of 2,0%,1 of 3,0 of 0,,0.0,0.0,0:00,0 of 2,0 of 0,0 of 0,0 of 2,0 of 0,0 of 0
UFC Fight Night: Till vs. Masvidal,Danny Henry vs. Dan Ige,Round 1,Danny Henry,0.0,4 of 7,57%,4 of 7,0 of 0,,0.0,0.0,0:00,2 of 5,1 of 1,1 of 1,4 of 7,0 of 0,0 of 0
UFC Fight Night: Till vs. Masvidal,Molly McCann vs. Priscila Cachoeira,Round 1,Priscila Cachoeira,0.0,19 of 52,36%,19 of 53,0 of 0,,0.0,0.0,1:02,16 of 47,1 of 2,2 of 3,16 of 46,3 of 6,0 of 0
UFC Fight Night: Till vs. Masvidal,Molly McCann vs. Priscila Cachoeira,Round 2,Priscila Cachoeira,0.0,35 of 98,35%,36 of 100,0 of 0,,0.0,0.0,0:00,24 of 85,8 of 10,3 of 3,34 of 97,1 of 1,0 of 0
UFC Fight Night: Till vs. Masvidal,Molly McCann vs. Priscila Cachoeira,Round 3,Priscila Cachoeira,0.0,21 of 84,25%,22 of 85,0 of 0,,0.0,0.0,0:04,14 of 74,6 of 9,1 of 1,18 of 79,3 of 5,0 of 0
UFC Fight Night: Till vs. Masvidal,Mike Grundy vs. Nad Narimani,Round 2,Nad Narimani,0.0,16 of 55,29%,16 of 55,0 of 0,,0.0,0.0,0:00,13 of 51,1 of 2,2 of 2,14 of 52,2 of 3,0 of 0
UFC Fight Night: Lewis vs. Dos Santos,Derrick Lewis vs. Junior Dos Santos,Round 1,Derrick Lewis,0.0,6 of 16,37%,6 of 16,0 of 0,,0.0,0.0,0:00,2 of 10,3 of 5,1 of 1,6 of 16,0 of 0,0 of 0
UFC Fight Night: Lewis vs. Dos Santos,Derrick Lewis vs. Junior Dos Santos,Round 2,Derrick Lewis,0.0,1 of 9,11%,1 of 9,0 of 0,,0.0,0.0,0:02,0 of 7,0 of 1,1 of 1,1 of 8,0 of 0,0 of 1
UFC Fight Night: Lewis vs. Dos Santos,Derrick Lewis vs. Junior Dos Santos,Round 1,Junior Dos Santos,0.0,18 of 37,48%,18 of 37,0 of 0,,0.0,0.0,0:06,6 of 21,6 of 9,6 of 7,13 of 27,5 of 10,0 of 0
UFC Fight Night: Lewis vs. Dos Santos,Derrick Lewis vs. Junior Dos Santos,Round 2,Junior Dos Santos,1.0,11 of 18,61%,11 of 18,0 of 0,,0.0,0.0,0:05,9 of 16,1 of 1,1 of 1,7 of 8,1 of 1,3 of 9
UFC Fight Night: Lewis vs. Dos Santos,Elizeu Zaleski dos Santos vs. Curtis Millender,Round 1,Curtis Millender,0.0,0 of 1,0%,0 of 1,0 of 0,,0.0,0.0,0:00,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0
UFC Fight Night: Lewis vs. Dos Santos,Tim Means vs. Niko Price,Round 1,Niko Price,1.0,32 of 67,47%,36 of 73,0 of 0,,0.0,0.0,0:02,21 of 48,3 of 9,8 of 10,23 of 52,4 of 9,5 of 6
UFC Fight Night: Lewis vs. Dos Santos,Blagoy Ivanov vs. Ben Rothwell,Round 1,Blagoy Ivanov,0.0,19 of 39,48%,19 of 39,0 of 0,,0.0,0.0,0:00,11 of 31,8 of 8,0 of 0,17 of 37,2 of 2,0 of 0
UFC Fight Night: Lewis vs. Dos Santos,Blagoy Ivanov vs. Ben Rothwell,Round 2,Blagoy Ivanov,0.0,29 of 75,38%,29 of 75,0 of 0,,0.0,0.0,0:00,24 of 70,4 of 4,1 of 1,29 of 75,0 of 0,0 of 0
UFC Fight Night: Lewis vs. Dos Santos,Blagoy Ivanov vs. Ben Rothwell,Round 3,Blagoy Ivanov,0.0,24 of 64,37%,25 of 65,0 of 0,,0.0,0.0,0:00,15 of 55,7 of 7,2 of 2,24 of 63,0 of 1,0 of 0
UFC Fight Night: Lewis vs. Dos Santos,Blagoy Ivanov vs. Ben Rothwell,Round 1,Ben Rothwell,0.0,9 of 22,40%,9 of 22,0 of 0,,0.0,0.0,0:00,4 of 17,0 of 0,5 of 5,9 of 22,0 of 0,0 of 0
UFC Fight Night: Lewis vs. Dos Santos,Blagoy Ivanov vs. Ben Rothwell,Round 2,Ben Rothwell,0.0,28 of 59,47%,28 of 59,0 of 0,,0.0,0.0,0:00,21 of 48,2 of 6,5 of 5,28 of 59,0 of 0,0 of 0
UFC Fight Night: Lewis vs. Dos Santos,Blagoy Ivanov vs. Ben Rothwell,Round 3,Ben Rothwell,0.0,33 of 82,40%,33 of 82,0 of 0,,0.0,0.0,0:00,22 of 70,4 of 4,7 of 8,32 of 81,1 of 1,0 of 0
UFC Fight Night: Lewis vs. Dos Santos,Beneil Dariush vs. Drew Dober,Round 1,Drew Dober,0.0,28 of 55,50%,34 of 62,0 of 0,,0.0,0.0,0:37,16 of 43,7 of 7,5 of 5,16 of 42,12 of 13,0 of 0
UFC Fight Night: Lewis vs. Dos Santos,Beneil Dariush vs. Drew Dober,Round 2,Drew Dober,0.0,3 of 3,100%,4 of 4,0 of 0,,0.0,0.0,0:24,1 of 1,2 of 2,0 of 0,1 of 1,2 of 2,0 of 0
UFC Fight Night: Lewis vs. Dos Santos,Tim Boetsch vs. Omari Akhmedov,Round 1,Tim Boetsch,0.0,9 of 18,50%,18 of 27,0 of 0,,0.0,0.0,0:00,2 of 9,4 of 5,3 of 4,4 of 13,5 of 5,0 of 0
UFC Fight Night: Lewis vs. Dos Santos,Tim Boetsch vs. Omari Akhmedov,Round 2,Omari Akhmedov,0.0,19 of 42,45%,21 of 44,0 of 0,,0.0,0.0,1:11,8 of 30,7 of 8,4 of 4,13 of 35,6 of 7,0 of 0
UFC Fight Night: Lewis vs. Dos Santos,Tim Boetsch vs. Omari Akhmedov,Round 3,Omari Akhmedov,0.0,20 of 57,35%,21 of 58,0 of 0,,0.0,0.0,0:07,19 of 54,1 of 2,0 of 1,17 of 51,3 of 6,0 of 0
UFC Fight Night: Lewis vs. Dos Santos,Anthony Rocco Martin vs. Sergio Moraes,Round 1,Anthony Rocco Martin,0.0,14 of 29,48%,32 of 47,0 of 0,,0.0,1.0,1:38,5 of 18,1 of 1,8 of 10,14 of 29,0 of 0,0 of 0
UFC Fight Night: Lewis vs. Dos Santos,Anthony Rocco Martin vs. Sergio Moraes,Round 2,Anthony Rocco Martin,0.0,19 of 71,26%,19 of 71,0 of 0,,0.0,0.0,0:00,12 of 60,2 of 3,5 of 8,19 of 71,0 of 0,0 of 0
UFC Fight Night: Lewis vs. Dos Santos,Anthony Rocco Martin vs. Sergio Moraes,Round 3,Anthony Rocco Martin,0.0,17 of 52,32%,19 of 54,0 of 0,,0.0,0.0,0:34,12 of 45,1 of 1,4 of 6,15 of 50,2 of 2,0 of 0
UFC Fight Night: Lewis vs. Dos Santos,Marion Reneau vs. Yana Santos,Round 2,Marion Reneau,0.0,18 of 45,40%,18 of 45,0 of 0,,0.0,0.0,0:00,12 of 37,3 of 5,3 of 3,18 of 45,0 of 0,0 of 0
UFC Fight Night: Lewis vs. Dos Santos,Marion Reneau vs. Yana Santos,Round 3,Marion Reneau,0.0,27 of 70,38%,28 of 71,0 of 0,,0.0,0.0,0:00,20 of 61,6 of 8,1 of 1,27 of 70,0 of 0,0 of 0
UFC Fight Night: Lewis vs. Dos Santos,Marion Reneau vs. Yana Santos,Round 2,Yana Santos,0.0,40 of 76,52%,42 of 78,0 of 0,,0.0,0.0,0:20,14 of 43,12 of 15,14 of 18,33 of 68,7 of 8,0 of 0
UFC Fight Night: Lewis vs. Dos Santos,Marion Reneau vs. Yana Santos,Round 3,Yana Santos,0.0,29 of 96,30%,29 of 96,0 of 0,,0.0,0.0,0:03,12 of 71,3 of 8,14 of 17,29 of 95,0 of 1,0 of 0
UFC Fight Night: Lewis vs. Dos Santos,Grant Dawson vs. Julian Erosa,Round 1,Julian Erosa,0.0,10 of 19,52%,22 of 31,0 of 0,,1.0,0.0,0:00,10 of 18,0 of 1,0 of 0,3 of 10,0 of 0,7 of 9
UFC Fight Night: Lewis vs. Dos Santos,Grant Dawson vs. Julian Erosa,Round 2,Julian Erosa,0.0,34 of 55,61%,38 of 60,0 of 0,,0.0,0.0,0:17,22 of 39,9 of 13,3 of 3,24 of 43,8 of 10,2 of 2
UFC Fight Night: Lewis vs. Dos Santos,Grant Dawson vs. Julian Erosa,Round 3,Julian Erosa,0.0,5 of 11,45%,10 of 18,0 of 0,,0.0,0.0,0:00,5 of 10,0 of 1,0 of 0,3 of 9,0 of 0,2 of 2
UFC Fight Night: Lewis vs. Dos Santos,Maurice Greene vs. Jeff Hughes,Round 1,Maurice Greene,0.0,26 of 68,38%,27 of 69,0 of 0,,0.0,0.0,0:19,18 of 49,6 of 12,2 of 7,16 of 55,10 of 13,0 of 0
UFC Fight Night: Lewis vs. Dos Santos,Maurice Greene vs. Jeff Hughes,Round 2,Maurice Greene,0.0,26 of 51,50%,27 of 52,0 of 0,,0.0,0.0,0:00,14 of 36,2 of 4,10 of 11,24 of 49,2 of 2,0 of 0
UFC Fight Night: Lewis vs. Dos Santos,Maurice Greene vs. Jeff Hughes,Round 3,Maurice Greene,0.0,18 of 42,42%,18 of 42,0 of 0,,0.0,0.0,0:00,10 of 29,2 of 4,6 of 9,18 of 41,0 of 1,0 of 0
UFC Fight Night: Lewis vs. Dos Santos,Maurice Greene vs. Jeff Hughes,Round 2,Jeff Hughes,0.0,23 of 50,46%,24 of 51,0 of 0,,0.0,0.0,0:27,15 of 39,6 of 7,2 of 4,21 of 48,2 of 2,0 of 0
UFC Fight Night: Lewis vs. Dos Santos,Maurice Greene vs. Jeff Hughes,Round 3,Jeff Hughes,0.0,21 of 46,45%,21 of 46,0 of 0,,0.0,0.0,0:00,17 of 37,0 of 2,4 of 7,21 of 46,0 of 0,0 of 0
UFC Fight Night: Lewis vs. Dos Santos,Louis Smolka vs. Matt Schnell,Round 1,Louis Smolka,0.0,13 of 24,54%,14 of 25,0 of 0,,0.0,0.0,1:18,9 of 17,1 of 2,3 of 5,12 of 23,0 of 0,1 of 1
UFC Fight Night: Lewis vs. Dos Santos,Alex Morono vs. Zak Ottow,Round 1,Alex Morono,0.0,25 of 55,45%,25 of 55,0 of 0,,1.0,1.0,0:31,22 of 50,3 of 5,0 of 0,10 of 28,0 of 0,15 of 27
UFC Fight Night: Lewis vs. Dos Santos,Alex White vs. Dan Moret,Round 2,Alex White,0.0,26 of 44,59%,26 of 44,0 of 0,,2.0,0.0,1:24,16 of 34,9 of 9,1 of 1,18 of 35,8 of 9,0 of 0
UFC 235: Jones vs. Smith,Jon Jones vs. Anthony Smith,Round 1,Anthony Smith,0.0,12 of 21,57%,13 of 22,0 of 0,,0.0,0.0,0:00,1 of 9,3 of 4,8 of 8,10 of 19,2 of 2,0 of 0
UFC 235: Jones vs. Smith,Jon Jones vs. Anthony Smith,Round 2,Anthony Smith,0.0,14 of 24,58%,14 of 24,0 of 0,,0.0,0.0,0:00,8 of 15,4 of 7,2 of 2,14 of 24,0 of 0,0 of 0
UFC 235: Jones vs. Smith,Jon Jones vs. Anthony Smith,Round 3,Anthony Smith,0.0,2 of 3,66%,5 of 6,0 of 0,,0.0,0.0,0:00,0 of 0,2 of 3,0 of 0,0 of 1,2 of 2,0 of 0
UFC 235: Jones vs. Smith,Jon Jones vs. Anthony Smith,Round 4,Anthony Smith,0.0,1 of 1,100%,2 of 2,0 of 0,,0.0,0.0,0:00,0 of 0,0 of 0,1 of 1,1 of 1,0 of 0,0 of 0
UFC 235: Jones vs. Smith,Jon Jones vs. Anthony Smith,Round 5,Anthony Smith,0.0,7 of 17,41%,11 of 21,0 of 0,,0.0,0.0,0:00,6 of 16,0 of 0,1 of 1,6 of 14,1 of 3,0 of 0
UFC 235: Jones vs. Smith,Tyron Woodley vs. Kamaru Usman,Round 2,Tyron Woodley,0.0,1 of 3,33%,5 of 7,0 of 0,,0.0,0.0,0:00,0 of 2,0 of 0,1 of 1,1 of 3,0 of 0,0 of 0
UFC 235: Jones vs. Smith,Tyron Woodley vs. Kamaru Usman,Round 3,Tyron Woodley,0.0,14 of 19,73%,22 of 28,0 of 0,,0.0,0.0,0:00,1 of 5,11 of 12,2 of 2,2 of 6,12 of 13,0 of 0
UFC 235: Jones vs. Smith,Tyron Woodley vs. Kamaru Usman,Round 4,Tyron Woodley,0.0,10 of 16,62%,13 of 20,0 of 0,,0.0,0.0,0:00,8 of 14,1 of 1,1 of 1,4 of 8,6 of 8,0 of 0
UFC 235: Jones vs. Smith,Tyron Woodley vs. Kamaru Usman,Round 5,Tyron Woodley,0.0,1 of 2,50%,1 of 2,0 of 0,,0.0,0.0,0:00,1 of 2,0 of 0,0 of 0,1 of 2,0 of 0,0 of 0
UFC 235: Jones vs. Smith,Tyron Woodley vs. Kamaru Usman,Round 3,Kamaru Usman,0.0,45 of 59,76%,78 of 93,0 of 0,,0.0,0.0,2:51,2 of 15,43 of 44,0 of 0,0 of 13,45 of 46,0 of 0
UFC 235: Jones vs. Smith,Tyron Woodley vs. Kamaru Usman,Round 4,Kamaru Usman,0.0,38 of 58,65%,55 of 75,0 of 0,,0.0,0.0,3:26,28 of 47,9 of 10,1 of 1,19 of 36,10 of 13,9 of 9
UFC 235: Jones vs. Smith,Tecia Pennington vs. Zhang Weili,Round 2,Tecia Pennington,0.0,14 of 30,46%,17 of 33,0 of 0,,0.0,0.0,0:59,6 of 20,2 of 2,6 of 8,11 of 25,0 of 0,3 of 5
UFC 235: Jones vs. Smith,Tecia Pennington vs. Zhang Weili,Round 3,Tecia Pennington,0.0,11 of 15,73%,11 of 15,0 of 0,,0.0,0.0,0:02,3 of 5,3 of 4,5 of 6,11 of 14,0 of 1,0 of 0
UFC 235: Jones vs. Smith,Cody Garbrandt vs. Pedro Munhoz,Round 1,Cody Garbrandt,0.0,21 of 60,35%,21 of 60,0 of 0,,0.0,0.0,0:04,19 of 50,1 of 6,1 of 4,20 of 59,0 of 0,1 of 1
UFC 235: Jones vs. Smith,Jeremy Stephens vs. Zabit Magomedsharipov,Round 1,Jeremy Stephens,0.0,10 of 26,38%,10 of 26,0 of 0,,0.0,0.0,0:00,2 of 14,3 of 5,5 of 7,10 of 26,0 of 0,0 of 0
UFC 235: Jones vs. Smith,Jeremy Stephens vs. Zabit Magomedsharipov,Round 2,Jeremy Stephens,0.0,6 of 25,24%,10 of 29,0 of 0,,0.0,0.0,0:00,3 of 21,1 of 1,2 of 3,6 of 25,0 of 0,0 of 0
UFC 235: Jones vs. Smith,Jeremy Stephens vs. Zabit Magomedsharipov,Round 3,Jeremy Stephens,0.0,25 of 70,35%,25 of 70,0 of 0,,0.0,0.0,0:01,15 of 57,7 of 10,3 of 3,25 of 70,0 of 0,0 of 0
UFC 235: Jones vs. Smith,Jeremy Stephens vs. Zabit Magomedsharipov,Round 1,Zabit Magomedsharipov,0.0,16 of 31,51%,16 of 31,0 of 0,,0.0,0.0,0:00,6 of 19,4 of 5,6 of 7,16 of 31,0 of 0,0 of 0
UFC 235: Jones vs. Smith,Misha Cirkunov vs. Johnny Walker,Round 1,Misha Cirkunov,0.0,1 of 2,50%,1 of 2,0 of 0,,0.0,0.0,0:00,0 of 1,0 of 0,1 of 1,1 of 2,0 of 0,0 of 0
