EVENT,BOUT,ROUND,FIGHTER,KD,SIG.STR.,SIG.STR. %,TOTAL STR.,TD,TD %,SUB.ATT,REV.,CTRL,HEAD,BODY,LEG,DISTANCE,CLINCH,GROUND
UFC 300: Pereira vs. Hill,King Green vs. Jim Miller,Round 2,Jim Miller,0.0,20 of 53,37%,20 of 53,0 of 0,,0.0,0.0,0:00,9 of 37,3 of 6,8 of 10,20 of 53,0 of 0,0 of 0
UFC 300: Pereira vs. Hill,King Green vs. Jim Miller,Round 3,Jim Miller,0.0,20 of 45,44%,21 of 46,0 of 0,,0.0,0.0,0:01,11 of 31,5 of 8,4 of 6,18 of 42,2 of 3,0 of 0
UFC 300: Pereira vs. Hill,Deiveson Figueiredo vs. Cody Garbrandt,Round 1,Cody Garbrandt,0.0,14 of 26,53%,15 of 27,0 of 0,,0.0,0.0,0:02,4 of 15,0 of 0,10 of 11,14 of 26,0 of 0,0 of 0
UFC 300: Pereira vs. Hill,Deiveson Figueiredo vs. Cody Garbrandt,Round 2,Cody Garbrandt,0.0,2 of 5,40%,3 of 6,0 of 0,,0.0,0.0,0:00,2 of 4,0 of 1,0 of 0,2 of 5,0 of 0,0 of 0
UFC Fight Night: Allen vs. Curtis 2,Brendan Allen vs. Chris Curtis,Round 1,Chris Curtis,0.0,13 of 41,31%,16 of 44,0 of 0,,0.0,0.0,0:05,8 of 34,5 of 7,0 of 0,13 of 41,0 of 0,0 of 0
UFC Fight Night: Allen vs. Curtis 2,Brendan Allen vs. Chris Curtis,Round 2,Chris Curtis,0.0,46 of 80,57%,46 of 80,0 of 0,,0.0,0.0,0:00,36 of 67,8 of 11,2 of 2,46 of 80,0 of 0,0 of 0
UFC Fight Night: Allen vs. Curtis 2,Brendan Allen vs. Chris Curtis,Round 3,Chris Curtis,0.0,23 of 45,51%,23 of 45,0 of 0,,0.0,0.0,0:00,18 of 38,5 of 7,0 of 0,22 of 43,1 of 2,0 of 0
UFC Fight Night: Allen vs. Curtis 2,Brendan Allen vs. Chris Curtis,Round 4,Chris Curtis,0.0,21 of 44,47%,21 of 44,0 of 0,,0.0,1.0,0:05,17 of 39,3 of 4,1 of 1,21 of 44,0 of 0,0 of 0
UFC Fight Night: Allen vs. Curtis 2,Brendan Allen vs. Chris Curtis,Round 5,Chris Curtis,0.0,21 of 31,67%,35 of 48,0 of 0,,0.0,1.0,1:08,17 of 27,4 of 4,0 of 0,20 of 29,1 of 2,0 of 0
UFC Fight Night: Allen vs. Curtis 2,Alexander Hernandez vs. Damon Jackson,Round 1,Alexander Hernandez,0.0,8 of 27,29%,10 of 31,0 of 0,,0.0,0.0,0:03,4 of 23,1 of 1,3 of 3,8 of 26,0 of 1,0 of 0
UFC Fight Night: Allen vs. Curtis 2,Alexander Hernandez vs. Damon Jackson,Round 2,Alexander Hernandez,0.0,19 of 49,38%,19 of 49,0 of 0,,0.0,0.0,0:00,11 of 35,5 of 10,3 of 4,19 of 49,0 of 0,0 of 0
UFC Fight Night: Allen vs. Curtis 2,Alexander Hernandez vs. Damon Jackson,Round 3,Alexander Hernandez,1.0,5 of 11,45%,27 of 39,0 of 0,,0.0,0.0,2:19,5 of 11,0 of 0,0 of 0,2 of 5,0 of 2,3 of 4
UFC Fight Night: Allen vs. Curtis 2,Morgan Charriere vs. Chepe Mariscal,Round 3,Chepe Mariscal,0.0,23 of 41,56%,64 of 88,0 of 0,,0.0,1.0,1:07,18 of 34,3 of 4,2 of 3,14 of 31,0 of 1,9 of 9
UFC Fight Night: Allen vs. Curtis 2,Ignacio Bahamondes vs. Christos Giagos,Round 1,Ignacio Bahamondes,1.0,40 of 68,58%,40 of 69,0 of 0,,0.0,0.0,0:15,26 of 53,8 of 9,6 of 6,33 of 56,7 of 12,0 of 0
UFC Fight Night: Allen vs. Curtis 2,Trevor Peek vs. Charlie Campbell,Round 3,Trevor Peek,0.0,4 of 11,36%,10 of 17,0 of 0,,0.0,0.0,0:54,4 of 11,0 of 0,0 of 0,3 of 10,1 of 1,0 of 0
UFC Fight Night: Allen vs. Curtis 2,Court McGee vs. Alex Morono,Round 1,Court McGee,0.0,22 of 52,42%,22 of 52,0 of 0,,0.0,0.0,0:00,3 of 16,13 of 25,6 of 11,22 of 52,0 of 0,0 of 0
UFC Fight Night: Allen vs. Curtis 2,Court McGee vs. Alex Morono,Round 1,Alex Morono,0.0,12 of 50,24%,12 of 50,0 of 0,,0.0,0.0,0:00,8 of 42,2 of 6,2 of 2,12 of 50,0 of 0,0 of 0
UFC Fight Night: Allen vs. Curtis 2,Court McGee vs. Alex Morono,Round 2,Alex Morono,0.0,9 of 28,32%,12 of 34,0 of 0,,1.0,0.0,0:00,6 of 25,3 of 3,0 of 0,9 of 28,0 of 0,0 of 0
UFC Fight Night: Allen vs. Curtis 2,Court McGee vs. Alex Morono,Round 3,Alex Morono,0.0,17 of 63,26%,18 of 65,0 of 0,,0.0,0.0,0:00,12 of 51,4 of 9,1 of 3,17 of 61,0 of 2,0 of 0
UFC Fight Night: Allen vs. Curtis 2,Valter Walker vs. Lukasz Brzeski,Round 1,Lukasz Brzeski,0.0,16 of 27,59%,52 of 67,0 of 0,,0.0,0.0,0:00,4 of 15,4 of 4,8 of 8,16 of 26,0 of 1,0 of 0
UFC Fight Night: Allen vs. Curtis 2,Valter Walker vs. Lukasz Brzeski,Round 2,Lukasz Brzeski,0.0,32 of 56,57%,39 of 71,0 of 0,,0.0,0.0,0:11,19 of 42,8 of 9,5 of 5,30 of 52,2 of 4,0 of 0
UFC Fight Night: Allen vs. Curtis 2,Valter Walker vs. Lukasz Brzeski,Round 3,Lukasz Brzeski,0.0,10 of 19,52%,44 of 62,0 of 0,,0.0,1.0,0:32,4 of 13,4 of 4,2 of 2,9 of 18,1 of 1,0 of 0
UFC Fight Night: Allen vs. Curtis 2,Norma Dumont vs. Germaine de Randamie,Round 1,Germaine de Randamie,0.0,3 of 4,75%,23 of 26,0 of 0,,0.0,0.0,0:09,0 of 0,1 of 1,2 of 3,3 of 4,0 of 0,0 of 0
UFC Fight Night: Allen vs. Curtis 2,Norma Dumont vs. Germaine de Randamie,Round 2,Germaine de Randamie,0.0,9 of 20,45%,32 of 48,0 of 0,,0.0,0.0,2:12,4 of 14,5 of 6,0 of 0,1 of 11,8 of 9,0 of 0
UFC Fight Night: Allen vs. Curtis 2,Norma Dumont vs. Germaine de Randamie,Round 3,Germaine de Randamie,0.0,4 of 9,44%,36 of 52,0 of 0,,0.0,0.0,0:00,3 of 7,1 of 1,0 of 1,4 of 9,0 of 0,0 of 0
UFC Fight Night: Allen vs. Curtis 2,Pedro Falcao vs. Victor Hugo,Round 1,Victor Hugo,0.0,12 of 26,46%,21 of 35,0 of 0,,0.0,0.0,0:00,4 of 17,3 of 4,5 of 5,10 of 24,2 of 2,0 of 0
UFC Fight Night: Allen vs. Curtis 2,Pedro Falcao vs. Victor Hugo,Round 2,Victor Hugo,0.0,24 of 45,53%,27 of 54,0 of 0,,0.0,0.0,0:24,13 of 28,5 of 11,6 of 6,20 of 40,4 of 5,0 of 0
UFC Fight Night: Allen vs. Curtis 2,Pedro Falcao vs. Victor Hugo,Round 3,Victor Hugo,1.0,32 of 53,60%,36 of 59,0 of 0,,0.0,0.0,0:25,14 of 32,13 of 15,5 of 6,27 of 48,5 of 5,0 of 0
UFC Fight Night: Allen vs. Curtis 2,Dylan Budka vs. Cesar Almeida,Round 1,Cesar Almeida,0.0,1 of 2,50%,43 of 46,0 of 0,,0.0,0.0,0:00,0 of 1,0 of 0,1 of 1,1 of 2,0 of 0,0 of 0
UFC Fight Night: Allen vs. Curtis 2,Dylan Budka vs. Cesar Almeida,Round 2,Cesar Almeida,0.0,28 of 36,77%,44 of 55,0 of 0,,0.0,0.0,0:12,21 of 28,7 of 8,0 of 0,6 of 9,19 of 21,3 of 6
UFC Fight Night: Allen vs. Curtis 2,Melissa Mullins vs. Nora Cornolle,Round 1,Nora Cornolle,0.0,19 of 28,67%,30 of 45,0 of 0,,0.0,1.0,0:15,9 of 15,8 of 11,2 of 2,10 of 15,9 of 13,0 of 0
UFC Fight Night: Allen vs. Curtis 2,Melissa Mullins vs. Nora Cornolle,Round 2,Nora Cornolle,1.0,17 of 23,73%,30 of 38,0 of 0,,0.0,0.0,0:15,8 of 13,5 of 6,4 of 4,9 of 14,6 of 7,2 of 2
UFC Fight Night: Blanchfield vs. Fiorot,Erin Blanchfield vs. Manon Fiorot,Round 1,Erin Blanchfield,0.0,21 of 58,36%,22 of 60,0 of 0,,1.0,0.0,0:27,14 of 48,3 of 6,4 of 4,21 of 55,0 of 3,0 of 0
UFC Fight Night: Blanchfield vs. Fiorot,Erin Blanchfield vs. Manon Fiorot,Round 5,Erin Blanchfield,0.0,27 of 85,31%,29 of 88,0 of 0,,0.0,0.0,0:21,18 of 73,2 of 5,7 of 7,26 of 84,1 of 1,0 of 0
UFC Fight Night: Blanchfield vs. Fiorot,Erin Blanchfield vs. Manon Fiorot,Round 2,Manon Fiorot,0.0,27 of 61,44%,27 of 62,0 of 0,,0.0,0.0,0:02,18 of 50,6 of 8,3 of 3,26 of 57,1 of 4,0 of 0
UFC Fight Night: Blanchfield vs. Fiorot,Erin Blanchfield vs. Manon Fiorot,Round 3,Manon Fiorot,0.0,29 of 70,41%,29 of 70,0 of 0,,0.0,0.0,0:05,24 of 64,3 of 4,2 of 2,29 of 68,0 of 2,0 of 0
UFC Fight Night: Blanchfield vs. Fiorot,Erin Blanchfield vs. Manon Fiorot,Round 5,Manon Fiorot,0.0,42 of 86,48%,48 of 92,0 of 0,,0.0,0.0,0:00,36 of 77,4 of 7,2 of 2,41 of 85,1 of 1,0 of 0
UFC Fight Night: Blanchfield vs. Fiorot,Vicente Luque vs. Joaquin Buckley,Round 1,Joaquin Buckley,0.0,15 of 43,34%,15 of 43,0 of 0,,0.0,0.0,0:00,7 of 33,3 of 4,5 of 6,15 of 43,0 of 0,0 of 0
UFC Fight Night: Blanchfield vs. Fiorot,Vicente Luque vs. Joaquin Buckley,Round 2,Joaquin Buckley,0.0,40 of 88,45%,48 of 99,0 of 0,,0.0,0.0,0:49,35 of 79,3 of 6,2 of 3,6 of 32,0 of 0,34 of 56
UFC Fight Night: Blanchfield vs. Fiorot,Chris Weidman vs. Bruno Silva,Round 3,Chris Weidman,1.0,10 of 17,58%,11 of 19,0 of 0,,0.0,0.0,0:06,10 of 16,0 of 1,0 of 0,5 of 11,0 of 0,5 of 6
UFC Fight Night: Blanchfield vs. Fiorot,Chris Weidman vs. Bruno Silva,Round 1,Bruno Silva,0.0,4 of 8,50%,4 of 8,0 of 0,,0.0,0.0,0:00,3 of 6,1 of 2,0 of 0,4 of 8,0 of 0,0 of 0
UFC Fight Night: Blanchfield vs. Fiorot,Chris Weidman vs. Bruno Silva,Round 2,Bruno Silva,0.0,19 of 63,30%,19 of 63,0 of 0,,0.0,0.0,0:00,18 of 59,1 of 1,0 of 3,18 of 61,1 of 1,0 of 1
UFC Fight Night: Blanchfield vs. Fiorot,Chris Weidman vs. Bruno Silva,Round 3,Bruno Silva,0.0,7 of 17,41%,7 of 17,0 of 0,,0.0,0.0,0:00,7 of 16,0 of 1,0 of 0,7 of 17,0 of 0,0 of 0
UFC Fight Night: Blanchfield vs. Fiorot,Nursulton Ruziboev vs. Sedriques Dumas,Round 1,Nursulton Ruziboev,1.0,12 of 32,37%,12 of 32,0 of 0,,0.0,0.0,0:04,11 of 30,1 of 2,0 of 0,11 of 25,0 of 0,1 of 7
UFC Fight Night: Blanchfield vs. Fiorot,Nursulton Ruziboev vs. Sedriques Dumas,Round 1,Sedriques Dumas,0.0,1 of 16,6%,1 of 16,0 of 0,,0.0,0.0,0:00,1 of 13,0 of 2,0 of 1,1 of 16,0 of 0,0 of 0
UFC Fight Night: Blanchfield vs. Fiorot,Bill Algeo vs. Kyle Nelson,Round 1,Bill Algeo,0.0,30 of 58,51%,44 of 73,0 of 0,,0.0,0.0,0:00,11 of 34,11 of 11,8 of 13,30 of 55,0 of 3,0 of 0
UFC Fight Night: Blanchfield vs. Fiorot,Bill Algeo vs. Kyle Nelson,Round 1,Kyle Nelson,0.0,32 of 59,54%,40 of 68,0 of 0,,0.0,0.0,0:48,20 of 45,6 of 8,6 of 6,28 of 52,4 of 6,0 of 1
UFC Fight Night: Blanchfield vs. Fiorot,Chidi Njokuani vs. Rhys McKee,Round 1,Chidi Njokuani,0.0,23 of 34,67%,29 of 44,0 of 0,,0.0,0.0,0:00,1 of 7,5 of 7,17 of 20,19 of 29,4 of 5,0 of 0
UFC Fight Night: Blanchfield vs. Fiorot,Chidi Njokuani vs. Rhys McKee,Round 2,Chidi Njokuani,0.0,15 of 21,71%,37 of 48,0 of 0,,0.0,0.0,0:32,5 of 6,4 of 8,6 of 7,9 of 13,6 of 8,0 of 0
UFC Fight Night: Blanchfield vs. Fiorot,Chidi Njokuani vs. Rhys McKee,Round 1,Rhys McKee,0.0,16 of 43,37%,17 of 44,0 of 0,,0.0,0.0,2:17,12 of 37,0 of 2,4 of 4,15 of 42,1 of 1,0 of 0
UFC Fight Night: Blanchfield vs. Fiorot,Nate Landwehr vs. Jamall Emmers,Round 1,Nate Landwehr,1.0,37 of 76,48%,37 of 76,0 of 0,,0.0,0.0,0:05,34 of 70,3 of 5,0 of 1,24 of 62,9 of 10,4 of 4
UFC Fight Night: Blanchfield vs. Fiorot,Nate Landwehr vs. Jamall Emmers,Round 1,Jamall Emmers,0.0,39 of 78,50%,39 of 78,0 of 0,,0.0,0.0,0:01,24 of 59,13 of 17,2 of 2,36 of 74,3 of 4,0 of 0
UFC Fight Night: Blanchfield vs. Fiorot,Virna Jandiroba vs. Loopy Godinez,Round 1,Loopy Godinez,0.0,13 of 34,38%,17 of 38,0 of 0,,0.0,0.0,0:22,9 of 28,4 of 6,0 of 0,10 of 30,3 of 4,0 of 0
UFC Fight Night: Blanchfield vs. Fiorot,Virna Jandiroba vs. Loopy Godinez,Round 2,Loopy Godinez,0.0,9 of 26,34%,15 of 40,0 of 0,,0.0,1.0,0:57,6 of 23,1 of 1,2 of 2,7 of 22,1 of 2,1 of 2
UFC Fight Night: Blanchfield vs. Fiorot,Virna Jandiroba vs. Loopy Godinez,Round 3,Loopy Godinez,0.0,16 of 35,45%,18 of 38,0 of 0,,0.0,0.0,0:33,10 of 28,6 of 7,0 of 0,13 of 30,3 of 5,0 of 0
UFC Fight Night: Blanchfield vs. Fiorot,Julio Arce vs. Herbert Burns,Round 2,Julio Arce,2.0,19 of 41,46%,19 of 41,0 of 0,,0.0,0.0,0:02,14 of 34,4 of 5,1 of 2,11 of 31,8 of 10,0 of 0
UFC Fight Night: Blanchfield vs. Fiorot,Dennis Buzukja vs. Connor Matthews,Round 1,Dennis Buzukja,0.0,38 of 85,44%,38 of 85,0 of 0,,0.0,0.0,0:00,17 of 56,10 of 17,11 of 12,37 of 84,1 of 1,0 of 0
UFC Fight Night: Blanchfield vs. Fiorot,Dennis Buzukja vs. Connor Matthews,Round 2,Dennis Buzukja,0.0,37 of 98,37%,38 of 99,0 of 0,,0.0,0.0,0:00,21 of 73,7 of 16,9 of 9,36 of 96,1 of 2,0 of 0
UFC Fight Night: Blanchfield vs. Fiorot,Dennis Buzukja vs. Connor Matthews,Round 3,Dennis Buzukja,1.0,8 of 18,44%,8 of 18,0 of 0,,0.0,0.0,0:06,6 of 16,1 of 1,1 of 1,4 of 6,0 of 0,4 of 12
UFC Fight Night: Blanchfield vs. Fiorot,Dennis Buzukja vs. Connor Matthews,Round 1,Connor Matthews,0.0,24 of 58,41%,24 of 58,0 of 0,,0.0,0.0,0:00,13 of 38,5 of 14,6 of 6,24 of 58,0 of 0,0 of 0
UFC Fight Night: Blanchfield vs. Fiorot,Dennis Buzukja vs. Connor Matthews,Round 3,Connor Matthews,0.0,0 of 4,0%,0 of 4,0 of 0,,0.0,0.0,0:00,0 of 4,0 of 0,0 of 0,0 of 4,0 of 0,0 of 0
UFC Fight Night: Blanchfield vs. Fiorot,Ibo Aslan vs. Anton Turkalj,Round 1,Ibo Aslan,0.0,17 of 53,32%,17 of 53,0 of 0,,0.0,0.0,0:01,11 of 43,0 of 1,6 of 9,15 of 49,1 of 2,1 of 2
UFC Fight Night: Blanchfield vs. Fiorot,Ibo Aslan vs. Anton Turkalj,Round 2,Ibo Aslan,0.0,44 of 96,45%,46 of 99,0 of 0,,0.0,0.0,0:00,36 of 83,3 of 6,5 of 7,38 of 85,6 of 11,0 of 0
UFC Fight Night: Blanchfield vs. Fiorot,Ibo Aslan vs. Anton Turkalj,Round 3,Ibo Aslan,1.0,13 of 31,41%,13 of 31,0 of 0,,0.0,0.0,0:00,10 of 27,1 of 1,2 of 3,12 of 29,1 of 2,0 of 0
UFC Fight Night: Blanchfield vs. Fiorot,Ibo Aslan vs. Anton Turkalj,Round 3,Anton Turkalj,0.0,11 of 34,32%,11 of 35,0 of 0,,0.0,0.0,0:00,9 of 31,2 of 2,0 of 1,10 of 30,1 of 4,0 of 0
UFC Fight Night: Blanchfield vs. Fiorot,Angel Pacheco vs. Caolan Loughran,Round 1,Angel Pacheco,0.0,46 of 129,35%,46 of 129,0 of 0,,0.0,0.0,0:00,18 of 97,19 of 20,9 of 12,46 of 129,0 of 0,0 of 0
UFC Fight Night: Blanchfield vs. Fiorot,Angel Pacheco vs. Caolan Loughran,Round 2,Angel Pacheco,0.0,17 of 38,44%,21 of 42,0 of 0,,0.0,0.0,0:09,9 of 27,7 of 10,1 of 1,15 of 36,2 of 2,0 of 0
UFC Fight Night: Blanchfield vs. Fiorot,Angel Pacheco vs. Caolan Loughran,Round 3,Angel Pacheco,0.0,25 of 67,37%,28 of 70,0 of 0,,0.0,0.0,0:00,17 of 56,6 of 8,2 of 3,19 of 61,6 of 6,0 of 0
UFC Fight Night: Blanchfield vs. Fiorot,Angel Pacheco vs. Caolan Loughran,Round 1,Caolan Loughran,0.0,35 of 89,39%,35 of 89,0 of 0,,0.0,0.0,0:00,29 of 76,5 of 11,1 of 2,35 of 89,0 of 0,0 of 0
UFC Fight Night: Ribas vs. Namajunas,Amanda Ribas vs. Rose Namajunas,Round 4,Amanda Ribas,0.0,10 of 39,25%,29 of 66,0 of 0,,0.0,0.0,0:00,3 of 28,2 of 5,5 of 6,10 of 39,0 of 0,0 of 0
UFC Fight Night: Ribas vs. Namajunas,Amanda Ribas vs. Rose Namajunas,Round 5,Amanda Ribas,0.0,24 of 85,28%,25 of 86,0 of 0,,0.0,0.0,0:00,11 of 61,9 of 18,4 of 6,23 of 83,1 of 2,0 of 0
UFC Fight Night: Ribas vs. Namajunas,Amanda Ribas vs. Rose Namajunas,Round 1,Rose Namajunas,0.0,23 of 34,67%,35 of 55,0 of 0,,0.0,1.0,1:55,6 of 16,16 of 17,1 of 1,16 of 27,7 of 7,0 of 0
UFC Fight Night: Ribas vs. Namajunas,Amanda Ribas vs. Rose Namajunas,Round 3,Rose Namajunas,0.0,19 of 36,52%,20 of 38,0 of 0,,0.0,0.0,0:24,11 of 26,7 of 9,1 of 1,17 of 34,2 of 2,0 of 0
UFC Fight Night: Ribas vs. Namajunas,Karl Williams vs. Justin Tafa,Round 1,Justin Tafa,0.0,6 of 12,50%,6 of 12,0 of 0,,0.0,0.0,0:00,4 of 10,2 of 2,0 of 0,5 of 11,0 of 0,1 of 1
UFC Fight Night: Ribas vs. Namajunas,Karl Williams vs. Justin Tafa,Round 2,Justin Tafa,0.0,9 of 15,60%,14 of 20,0 of 0,,0.0,0.0,0:00,5 of 10,4 of 5,0 of 0,9 of 15,0 of 0,0 of 0
UFC Fight Night: Ribas vs. Namajunas,Karl Williams vs. Justin Tafa,Round 3,Justin Tafa,0.0,6 of 16,37%,7 of 18,0 of 0,,0.0,0.0,0:00,6 of 16,0 of 0,0 of 0,4 of 13,2 of 3,0 of 0
UFC Fight Night: Ribas vs. Namajunas,Edmen Shahbazyan vs. AJ Dobson,Round 1,AJ Dobson,0.0,15 of 46,32%,20 of 54,0 of 0,,0.0,1.0,1:15,7 of 36,2 of 2,6 of 8,12 of 43,3 of 3,0 of 0
UFC Fight Night: Ribas vs. Namajunas,Payton Talbott vs. Cameron Saaiman,Round 2,Payton Talbott,1.0,20 of 24,83%,20 of 24,0 of 0,,0.0,0.0,0:14,20 of 24,0 of 0,0 of 0,1 of 2,0 of 0,19 of 22
UFC Fight Night: Ribas vs. Namajunas,Payton Talbott vs. Cameron Saaiman,Round 2,Cameron Saaiman,0.0,0 of 2,0%,0 of 2,0 of 0,,0.0,0.0,0:00,0 of 2,0 of 0,0 of 0,0 of 2,0 of 0,0 of 0
UFC Fight Night: Ribas vs. Namajunas,Billy Quarantillo vs. Youssef Zalal,Round 1,Billy Quarantillo,0.0,8 of 40,20%,15 of 51,0 of 0,,0.0,0.0,0:21,6 of 28,0 of 6,2 of 6,8 of 40,0 of 0,0 of 0
UFC Fight Night: Ribas vs. Namajunas,Billy Quarantillo vs. Youssef Zalal,Round 2,Billy Quarantillo,0.0,2 of 10,20%,11 of 23,0 of 0,,0.0,0.0,0:00,2 of 8,0 of 2,0 of 0,2 of 10,0 of 0,0 of 0
UFC Fight Night: Ribas vs. Namajunas,Fernando Padilla vs. Luis Pajuelo,Round 1,Fernando Padilla,1.0,34 of 61,55%,35 of 64,0 of 0,,1.0,0.0,0:47,24 of 49,6 of 8,4 of 4,17 of 32,0 of 0,17 of 29
UFC Fight Night: Ribas vs. Namajunas,Fernando Padilla vs. Luis Pajuelo,Round 1,Luis Pajuelo,0.0,5 of 13,38%,7 of 15,0 of 0,,0.0,0.0,0:00,1 of 9,2 of 2,2 of 2,5 of 13,0 of 0,0 of 0
UFC Fight Night: Ribas vs. Namajunas,Kurt Holobaugh vs. Trey Ogden,Round 1,Kurt Holobaugh,0.0,5 of 14,35%,43 of 58,0 of 0,,0.0,0.0,0:00,1 of 10,2 of 2,2 of 2,4 of 13,0 of 0,1 of 1
UFC Fight Night: Ribas vs. Namajunas,Kurt Holobaugh vs. Trey Ogden,Round 2,Kurt Holobaugh,0.0,20 of 42,47%,39 of 67,0 of 0,,0.0,0.0,0:10,5 of 25,7 of 8,8 of 9,16 of 38,3 of 3,1 of 1
UFC Fight Night: Ribas vs. Namajunas,Kurt Holobaugh vs. Trey Ogden,Round 3,Kurt Holobaugh,0.0,4 of 12,33%,47 of 63,0 of 0,,0.0,0.0,0:00,3 of 8,0 of 2,1 of 2,4 of 12,0 of 0,0 of 0
UFC Fight Night: Ribas vs. Namajunas,Ricardo Ramos vs. Julian Erosa,Round 1,Julian Erosa,0.0,4 of 11,36%,11 of 21,0 of 0,,1.0,0.0,0:00,2 of 8,2 of 3,0 of 0,4 of 11,0 of 0,0 of 0
UFC Fight Night: Ribas vs. Namajunas,Jarno Errens vs. Steven Nguyen,Round 1,Jarno Errens,0.0,39 of 71,54%,40 of 72,0 of 0,,0.0,0.0,0:00,15 of 43,13 of 17,11 of 11,39 of 69,0 of 2,0 of 0
UFC Fight Night: Ribas vs. Namajunas,Jarno Errens vs. Steven Nguyen,Round 2,Jarno Errens,1.0,33 of 72,45%,33 of 72,0 of 0,,0.0,0.0,0:00,13 of 46,11 of 15,9 of 11,31 of 70,2 of 2,0 of 0
UFC Fight Night: Ribas vs. Namajunas,Jarno Errens vs. Steven Nguyen,Round 2,Steven Nguyen,0.0,22 of 91,24%,22 of 91,0 of 0,,0.0,0.0,0:00,17 of 75,3 of 7,2 of 9,21 of 90,1 of 1,0 of 0
UFC Fight Night: Ribas vs. Namajunas,Jarno Errens vs. Steven Nguyen,Round 3,Steven Nguyen,0.0,20 of 72,27%,20 of 73,0 of 0,,0.0,0.0,0:13,17 of 67,1 of 3,2 of 2,17 of 68,0 of 0,3 of 4
UFC Fight Night: Ribas vs. Namajunas,Montserrat Rendon vs. Daria Zhelezniakova,Round 1,Daria Zhelezniakova,0.0,10 of 32,31%,18 of 43,0 of 0,,0.0,0.0,0:00,7 of 29,3 of 3,0 of 0,8 of 30,2 of 2,0 of 0
UFC Fight Night: Ribas vs. Namajunas,Montserrat Rendon vs. Daria Zhelezniakova,Round 2,Daria Zhelezniakova,0.0,24 of 72,33%,24 of 73,0 of 0,,0.0,0.0,0:00,16 of 62,8 of 10,0 of 0,24 of 72,0 of 0,0 of 0
UFC Fight Night: Ribas vs. Namajunas,Montserrat Rendon vs. Daria Zhelezniakova,Round 3,Daria Zhelezniakova,0.0,23 of 46,50%,31 of 55,0 of 0,,0.0,0.0,0:01,13 of 34,10 of 12,0 of 0,19 of 42,4 of 4,0 of 0
UFC Fight Night: Ribas vs. Namajunas,Igor Severino vs. Andre Lima,Round 2,Andre Lima,0.0,14 of 21,66%,17 of 24,0 of 0,,0.0,0.0,0:00,7 of 13,5 of 6,2 of 2,14 of 21,0 of 0,0 of 0
UFC Fight Night: Ribas vs. Namajunas,Mohammed Usman vs. Mick Parkin,Round 1,Mohammed Usman,0.0,15 of 48,31%,15 of 48,0 of 0,,0.0,0.0,0:00,11 of 39,4 of 9,0 of 0,15 of 48,0 of 0,0 of 0
UFC Fight Night: Ribas vs. Namajunas,Mohammed Usman vs. Mick Parkin,Round 2,Mohammed Usman,0.0,18 of 51,35%,18 of 51,0 of 0,,0.0,0.0,0:00,5 of 32,12 of 18,1 of 1,18 of 51,0 of 0,0 of 0
UFC Fight Night: Ribas vs. Namajunas,Mohammed Usman vs. Mick Parkin,Round 3,Mohammed Usman,0.0,24 of 68,35%,24 of 69,0 of 0,,0.0,0.0,0:00,10 of 43,14 of 25,0 of 0,24 of 68,0 of 0,0 of 0
UFC Fight Night: Ribas vs. Namajunas,Mohammed Usman vs. Mick Parkin,Round 1,Mick Parkin,0.0,16 of 40,40%,16 of 40,0 of 0,,0.0,0.0,0:00,6 of 27,0 of 0,10 of 13,16 of 40,0 of 0,0 of 0
UFC Fight Night: Ribas vs. Namajunas,Mohammed Usman vs. Mick Parkin,Round 2,Mick Parkin,0.0,20 of 41,48%,20 of 41,0 of 0,,0.0,0.0,0:00,9 of 27,2 of 2,9 of 12,20 of 41,0 of 0,0 of 0
UFC Fight Night: Ribas vs. Namajunas,Mohammed Usman vs. Mick Parkin,Round 3,Mick Parkin,0.0,36 of 69,52%,36 of 69,0 of 0,,0.0,0.0,0:00,22 of 55,2 of 2,12 of 12,35 of 68,1 of 1,0 of 0
UFC Fight Night: Tuivasa vs. Tybura,Tai Tuivasa vs. Marcin Tybura,Round 1,Tai Tuivasa,0.0,15 of 24,62%,18 of 27,0 of 0,,0.0,0.0,0:00,9 of 17,1 of 2,5 of 5,8 of 17,7 of 7,0 of 0
UFC Fight Night: Tuivasa vs. Tybura,Bryan Battle vs. Ange Loosa,Round 2,Bryan Battle,0.0,4 of 12,33%,4 of 12,0 of 0,,0.0,0.0,0:00,4 of 11,0 of 1,0 of 0,4 of 12,0 of 0,0 of 0
UFC Fight Night: Tuivasa vs. Tybura,Bryan Battle vs. Ange Loosa,Round 2,Ange Loosa,0.0,6 of 10,60%,6 of 10,0 of 0,,0.0,0.0,0:00,2 of 5,2 of 3,2 of 2,6 of 10,0 of 0,0 of 0
UFC Fight Night: Tuivasa vs. Tybura,Ovince Saint Preux vs. Kennedy Nzechukwu,Round 1,Ovince Saint Preux,0.0,26 of 57,45%,26 of 57,0 of 0,,0.0,0.0,0:00,10 of 38,7 of 10,9 of 9,26 of 57,0 of 0,0 of 0
