Event,Bout,Card Segment,URL
UFC 109: Relentless,Phil Davis vs. Brian Stann,Prelims1,https://www.ufc.com/event/426#2393
UFC 109: Relentless,Chris Tuchscherer vs. Tim Hague,,https://www.ufc.com/event/426#2392
UFC 109: Relentless,Joey Beltran vs. Rolles Gracie,,https://www.ufc.com/event/426#2391
UFC Fight Night: Maynard vs Diaz,Gray Maynard vs. Nate Diaz,Main,https://www.ufc.com/event/425#2365
UFC Fight Night: Maynard vs Diaz,Evan Dunham vs. Efrain Escudero,Main,https://www.ufc.com/event/425#2364
UFC Fight Night: Maynard vs Diaz,Aaron Simpson vs. Tom Lawlor,Main,https://www.ufc.com/event/425#2363
UFC Fight Night: Maynard vs Diaz,Amir Sadollah vs. Brad Blackburn,Main,https://www.ufc.com/event/425#2362
UFC Fight Night: Maynard vs Diaz,Chris Leben vs. Jay Silva,,https://www.ufc.com/event/425#2361
UFC Fight Night: Maynard vs Diaz,Rick Story vs. Jesse Lennox,,https://www.ufc.com/event/425#2360
UFC Fight Night: Maynard vs Diaz,Thiago Tavares vs. Nik Lentz,,https://www.ufc.com/event/425#2359
UFC Fight Night: Maynard vs Diaz,Rory MacDonald vs. Mike Guymon,,https://www.ufc.com/event/425#2358
UFC Fight Night: Maynard vs Diaz,Rafael Dos Anjos vs. Kyle Bradley,,https://www.ufc.com/event/425#2357
UFC Fight Night: Maynard vs Diaz,Gerald Harris vs. John Salter,,https://www.ufc.com/event/425#2356
UFC Fight Night: Maynard vs Diaz,Nick Catone vs. Jesse Forbes,,https://www.ufc.com/event/425#2355
UFC 108: Evans vs Silva,Rashad Evans vs. Thiago Silva,Main,https://www.ufc.com/event/424#2344
UFC 108: Evans vs Silva,Paul Daley vs. Dustin Hazelett,Main,https://www.ufc.com/event/424#2343
UFC 108: Evans vs Silva,Sam Stout vs. Joe Lauzon,Main,https://www.ufc.com/event/424#2342
UFC 108: Evans vs Silva,Jim Miller vs. Duane Ludwig,Main,https://www.ufc.com/event/424#2341
UFC 108: Evans vs Silva,Junior Dos Santos vs. Gilbert Yvel,Main,https://www.ufc.com/event/424#2340
UFC 108: Evans vs Silva,Martin Kampmann vs. Jacob Volkmann,Prelims1,https://www.ufc.com/event/424#2339
UFC 108: Evans vs Silva,Cole Miller vs. Dan Lauzon,Prelims1,https://www.ufc.com/event/424#2338
UFC 108: Evans vs Silva,Mark Munoz vs. Ryan Jensen,,https://www.ufc.com/event/424#2337
UFC 108: Evans vs Silva,Jake Ellenberger vs. Mike Pyle,,https://www.ufc.com/event/424#2336
UFC 108: Evans vs Silva,Rafaello Oliveira vs. John Gunderson,,https://www.ufc.com/event/424#2335
UFC 107: Penn vs Sanchez,BJ Penn vs. Diego Sanchez,Main,https://www.ufc.com/event/422#2324
UFC 107: Penn vs Sanchez,Frank Mir vs. Cheick Kongo,Main,https://www.ufc.com/event/422#2323
UFC 107: Penn vs Sanchez,Jon Fitch vs. Mike Pierce,Main,https://www.ufc.com/event/422#2322
UFC 107: Penn vs Sanchez,Kenny Florian vs. Clay Guida,Main,https://www.ufc.com/event/422#2321
UFC 107: Penn vs Sanchez,Stefan Struve vs. Paul Buentello,Main,https://www.ufc.com/event/422#2320
UFC 107: Penn vs Sanchez,Alan Belcher vs. Wilson Gouveia,,https://www.ufc.com/event/422#2319
UFC 107: Penn vs Sanchez,Matt Wiman vs. Shane Nelson,,https://www.ufc.com/event/422#2318
UFC 107: Penn vs Sanchez,Johny Hendricks vs. Ricardo Funch,,https://www.ufc.com/event/422#2317
UFC 107: Penn vs Sanchez,Rousimar Palhares vs. Lucio Linhares,,https://www.ufc.com/event/422#2316
UFC 107: Penn vs Sanchez,DaMarques Johnson vs. Edgar Garcia,,https://www.ufc.com/event/422#2315
UFC 107: Penn vs Sanchez,TJ Grant vs. Kevin Burns,,https://www.ufc.com/event/422#2314
The Ultimate Fighter: Heavyweights Finale,Roy Nelson vs. Brendan Schaub,Main,https://www.ufc.com/event/413#2313
The Ultimate Fighter: Heavyweights Finale,Matt Hamill vs. Jon Jones,Main,https://www.ufc.com/event/413#2312
The Ultimate Fighter: Heavyweights Finale,Kevin Ferguson vs. Houston Alexander,Main,https://www.ufc.com/event/413#2311
The Ultimate Fighter: Heavyweights Finale,Frankie Edgar vs. Matt Veach,Main,https://www.ufc.com/event/413#2310
The Ultimate Fighter: Heavyweights Finale,Matt Mitrione vs. Marcus Jones,Main,https://www.ufc.com/event/413#2309
The Ultimate Fighter: Heavyweights Finale,James McSweeney vs. Darrill Schoonover,,https://www.ufc.com/event/413#2308
The Ultimate Fighter: Heavyweights Finale,Jon Madsen vs. Justin Wren,,https://www.ufc.com/event/413#2307
The Ultimate Fighter: Heavyweights Finale,Brian Stann vs. Rodney Wallace,,https://www.ufc.com/event/413#2306
The Ultimate Fighter: Heavyweights Finale,John Howard vs. Dennis Hallman,,https://www.ufc.com/event/413#2305
The Ultimate Fighter: Heavyweights Finale,Mark Bocek vs. Joe Brammer,,https://www.ufc.com/event/413#2304
UFC 106: Ortiz vs Griffin 2,Forrest Griffin vs. Tito Ortiz,Main,https://www.ufc.com/event/412#2303
UFC 106: Ortiz vs Griffin 2,Josh Koscheck vs. Anthony Johnson,Main,https://www.ufc.com/event/412#2302
UFC 106: Ortiz vs Griffin 2,Paulo Thiago vs. Jacob Volkmann,Main,https://www.ufc.com/event/412#2301
UFC 106: Ortiz vs Griffin 2,Rogerio Nogueira vs. Luiz Cane,Main,https://www.ufc.com/event/412#2300
UFC 106: Ortiz vs Griffin 2,Amir Sadollah vs. Phil Baroni,Main,https://www.ufc.com/event/412#2299
UFC 106: Ortiz vs Griffin 2,Ben Saunders vs. Marcus Davis,Prelims1,https://www.ufc.com/event/412#2298
UFC 106: Ortiz vs Griffin 2,Kendall Grove vs. Jake Rosholt,Prelims1,https://www.ufc.com/event/412#2297
UFC 106: Ortiz vs Griffin 2,Brian Foster vs. Brock Larson,,https://www.ufc.com/event/412#2296
UFC 106: Ortiz vs Griffin 2,Caol Uno vs. Fabricio Camoes,,https://www.ufc.com/event/412#2295
UFC 106: Ortiz vs Griffin 2,George Sotiropoulos vs. Jason Dent,,https://www.ufc.com/event/412#2294
UFC 105: Couture vs Vera,Randy Couture vs. Brandon Vera,Main,https://www.ufc.com/event/411#2272
UFC 105: Couture vs Vera,Dan Hardy vs. Mike Swick,Main,https://www.ufc.com/event/411#2271
UFC 105: Couture vs Vera,Michael Bisping vs. Denis Kang,Main,https://www.ufc.com/event/411#2270
UFC 105: Couture vs Vera,Matt Brown vs. James Wilks,Main,https://www.ufc.com/event/411#2269
UFC 105: Couture vs Vera,Ross Pearson vs. Aaron Riley,Main,https://www.ufc.com/event/411#2268
UFC 105: Couture vs Vera,John Hathaway vs. Paul Taylor,,https://www.ufc.com/event/411#2267
UFC 105: Couture vs Vera,Terry Etim vs. Shannon Gugerty,,https://www.ufc.com/event/411#2266
UFC 105: Couture vs Vera,Nick Osipczak vs. Matthew Riddle,,https://www.ufc.com/event/411#2265
UFC 105: Couture vs Vera,Dennis Siver vs. Paul Kelly,,https://www.ufc.com/event/411#2264
UFC 105: Couture vs Vera,Alexander Gustafsson vs. Jared Hamman,,https://www.ufc.com/event/411#2263
UFC 105: Couture vs Vera,Andre Winner vs. Rolando Delgado,,https://www.ufc.com/event/411#2262
UFC 104: Machida vs Shogun,Lyoto Machida vs. Mauricio Rua,Main,https://www.ufc.com/event/316#2261
UFC 104: Machida vs Shogun,Cain Velasquez vs. Ben Rothwell,Main,https://www.ufc.com/event/316#2260
UFC 104: Machida vs Shogun,Gleison Tibau vs. Josh Neer,Main,https://www.ufc.com/event/316#2259
UFC 104: Machida vs Shogun,Joe Stevenson vs. Spencer Fisher,Main,https://www.ufc.com/event/316#2258
UFC 104: Machida vs Shogun,Anthony Johnson vs. Yoshiyuki Yoshida,Main,https://www.ufc.com/event/316#2257
UFC 104: Machida vs Shogun,Ryan Bader vs. Eric Schafer,Prelims1,https://www.ufc.com/event/316#2256
UFC 104: Machida vs Shogun,Pat Barry vs. Antoni Hardonk,Prelims1,https://www.ufc.com/event/316#2255
UFC 104: Machida vs Shogun,Chael Sonnen vs. Yushin Okami,,https://www.ufc.com/event/316#2254
UFC 104: Machida vs Shogun,Jorge Rivera vs. Rob Kimmons,,https://www.ufc.com/event/316#2253
UFC 104: Machida vs Shogun,Kyle Kingsbury vs. Razak Al-Hassan,,https://www.ufc.com/event/316#2252
UFC 104: Machida vs Shogun,Stefan Struve vs. Chase Gormley,,https://www.ufc.com/event/316#2251
UFC 103: Franklin vs Belfort,Vitor Belfort vs. Rich Franklin,Main,https://www.ufc.com/event/315#2099
UFC 103: Franklin vs Belfort,Junior Dos Santos vs. Mirko Filipovic,Main,https://www.ufc.com/event/315#2098
UFC 103: Franklin vs Belfort,Paul Daley vs. Martin Kampmann,Main,https://www.ufc.com/event/315#2097
UFC 103: Franklin vs Belfort,Josh Koscheck vs. Frank Trigg,Main,https://www.ufc.com/event/315#2096
UFC 103: Franklin vs Belfort,Tyson Griffin vs. Hermes Franca,Main,https://www.ufc.com/event/315#2095
UFC 103: Franklin vs Belfort,Efrain Escudero vs. Cole Miller,Prelims1,https://www.ufc.com/event/315#2094
UFC 103: Franklin vs Belfort,Tomasz Drwal vs. Drew McFedries,Prelims1,https://www.ufc.com/event/315#2093
UFC 103: Franklin vs Belfort,Jim Miller vs. Steve Lopez,,https://www.ufc.com/event/315#2092
UFC 103: Franklin vs Belfort,Nik Lentz vs. Rafaello Oliveira,,https://www.ufc.com/event/315#2091
UFC 103: Franklin vs Belfort,Rick Story vs. Brian Foster,,https://www.ufc.com/event/315#2090
UFC 103: Franklin vs Belfort,Eliot Marshall vs. Jason Brilz,,https://www.ufc.com/event/315#2089
UFC 103: Franklin vs Belfort,Vladimir Matyushenko vs. Igor Pokrajac,,https://www.ufc.com/event/315#2088
UFC 103: Franklin vs Belfort,Rafael Dos Anjos vs. Rob Emerson,,https://www.ufc.com/event/315#2087
UFC Fight Night: Diaz vs Guillard,Nate Diaz vs. Melvin Guillard,Main,https://www.ufc.com/event/314#2086
UFC Fight Night: Diaz vs Guillard,Gray Maynard vs. Roger Huerta,Main,https://www.ufc.com/event/314#2085
UFC Fight Night: Diaz vs Guillard,Carlos Condit vs. Jake Ellenberger,Main,https://www.ufc.com/event/314#2084
UFC Fight Night: Diaz vs Guillard,Nate Quarry vs. Tim Credeur,Main,https://www.ufc.com/event/314#2083
UFC Fight Night: Diaz vs Guillard,Brian Stann vs. Steve Cantwell,,https://www.ufc.com/event/314#2082
UFC Fight Night: Diaz vs Guillard,Mike Pyle vs. Chris Wilson,,https://www.ufc.com/event/314#2081
UFC Fight Night: Diaz vs Guillard,CB Dollaway vs. Jay Silva,,https://www.ufc.com/event/314#2080
UFC Fight Night: Diaz vs Guillard,Jeremy Stephens vs. Justin Buchholz,,https://www.ufc.com/event/314#2079
UFC Fight Night: Diaz vs Guillard,Mike Pierce vs. Brock Larson,,https://www.ufc.com/event/314#2078
UFC Fight Night: Diaz vs Guillard,Ryan Jensen vs. Steve Steinbeiss,,https://www.ufc.com/event/314#2077
UFC 102: Couture vs Nogueira,Antonio Rodrigo Nogueira vs. Randy Couture,Main,https://www.ufc.com/event/297#1809
UFC 102: Couture vs Nogueira,Thiago Silva vs. Keith Jardine,Main,https://www.ufc.com/event/297#1808
UFC 102: Couture vs Nogueira,Jake Rosholt vs. Chris Leben,Main,https://www.ufc.com/event/297#1807
UFC 102: Couture vs Nogueira,Nate Marquardt vs. Demian Maia,Main,https://www.ufc.com/event/297#1806
UFC 102: Couture vs Nogueira,Brandon Vera vs. Krzysztof Soszynski,Main,https://www.ufc.com/event/297#1805
UFC 102: Couture vs Nogueira,Aaron Simpson vs. Ed Herman,,https://www.ufc.com/event/297#1804
UFC 102: Couture vs Nogueira,Gabriel Gonzaga vs. Chris Tuchscherer,,https://www.ufc.com/event/297#1803
UFC 102: Couture vs Nogueira,Mike Russow vs. Justin McCully,,https://www.ufc.com/event/297#1802
UFC 102: Couture vs Nogueira,Todd Duffee vs. Tim Hague,,https://www.ufc.com/event/297#1801
UFC 102: Couture vs Nogueira,Mark Munoz vs. Nick Catone,,https://www.ufc.com/event/297#1800
UFC 102: Couture vs Nogueira,Evan Dunham vs. Marcus Aurelio,,https://www.ufc.com/event/297#1799
UFC 101: Declaration,BJ Penn vs. Kenny Florian,Main,https://www.ufc.com/event/296#1536
UFC 101: Declaration,Anderson Silva vs. Forrest Griffin,Main,https://www.ufc.com/event/296#1535
UFC 101: Declaration,Aaron Riley vs. Shane Nelson,Main,https://www.ufc.com/event/296#1534
UFC 101: Declaration,Johny Hendricks vs. Amir Sadollah,Main,https://www.ufc.com/event/296#1533
UFC 101: Declaration,Ricardo Almeida vs. Kendall Grove,Main,https://www.ufc.com/event/296#1532
UFC 101: Declaration,Kurt Pellegrino vs. Josh Neer,Main,https://www.ufc.com/event/296#1531
UFC 101: Declaration,John Howard vs. Tamdan McCrory,,https://www.ufc.com/event/296#1530
UFC 101: Declaration,Alessio Sakara vs. Thales Leites,,https://www.ufc.com/event/296#1529
UFC 101: Declaration,Matthew Riddle vs. Dan Cramer,,https://www.ufc.com/event/296#1528
UFC 101: Declaration,George Sotiropoulos vs. George Roop,,https://www.ufc.com/event/296#1527
UFC 101: Declaration,Jesse Lennox vs. Danillo Villefort,,https://www.ufc.com/event/296#1526
UFC 100,Jon Fitch vs. Paulo Thiago,Main,https://www.ufc.com/event/295#1505
UFC 100,Brock Lesnar vs. Frank Mir,Main,https://www.ufc.com/event/295#1504
UFC 100,Georges St-Pierre vs. Thiago Alves,Main,https://www.ufc.com/event/295#1503
UFC 100,Dan Henderson vs. Michael Bisping,Main,https://www.ufc.com/event/295#1502
UFC 100,Yoshihiro Akiyama vs. Alan Belcher,Main,https://www.ufc.com/event/295#1501
UFC 100,Mark Coleman vs. Stephan Bonnar,,https://www.ufc.com/event/295#1500
UFC 100,Jim Miller vs. Mac Danzig,,https://www.ufc.com/event/295#1499
UFC 100,Jon Jones vs. Jake O'Brien,,https://www.ufc.com/event/295#1498
UFC 100,Dong Hyun Kim vs. TJ Grant,,https://www.ufc.com/event/295#1497
UFC 100,Tom Lawlor vs. CB Dollaway,,https://www.ufc.com/event/295#1496
UFC 100,Shannon Gugerty vs. Matt Grice,,https://www.ufc.com/event/295#1495
The Ultimate Fighter: United States vs. United Kingdom Finale,Diego Sanchez vs. Clay Guida,Main,https://www.ufc.com/event/294#932
The Ultimate Fighter: United States vs. United Kingdom Finale,James Wilks vs. DaMarques Johnson,Main,https://www.ufc.com/event/294#931
The Ultimate Fighter: United States vs. United Kingdom Finale,Chris Lytle vs. Kevin Burns,Main,https://www.ufc.com/event/294#930
The Ultimate Fighter: United States vs. United Kingdom Finale,Ross Pearson vs. Andre Winner,Main,https://www.ufc.com/event/294#929
The Ultimate Fighter: United States vs. United Kingdom Finale,Joe Stevenson vs. Nate Diaz,Main,https://www.ufc.com/event/294#928
The Ultimate Fighter: United States vs. United Kingdom Finale,Melvin Guillard vs. Gleison Tibau,,https://www.ufc.com/event/294#927
The Ultimate Fighter: United States vs. United Kingdom Finale,Brad Blackburn vs. Edgar Garcia,,https://www.ufc.com/event/294#926
The Ultimate Fighter: United States vs. United Kingdom Finale,Tomasz Drwal vs. Mike Ciesnolevicz,,https://www.ufc.com/event/294#925
The Ultimate Fighter: United States vs. United Kingdom Finale,Nick Osipczak vs. Frank Lester,,https://www.ufc.com/event/294#924
The Ultimate Fighter: United States vs. United Kingdom Finale,Jason Dent vs. Cameron Dollar,,https://www.ufc.com/event/294#923
UFC 99: The Comeback,Rich Franklin vs. Wanderlei Silva,Main,https://www.ufc.com/event/293#922
UFC 99: The Comeback,Cain Velasquez vs. Cheick Kongo,Main,https://www.ufc.com/event/293#921
UFC 99: The Comeback,Mirko Filipovic vs. Mostapha Al-Turk,Main,https://www.ufc.com/event/293#920
UFC 99: The Comeback,Mike Swick vs. Ben Saunders,Main,https://www.ufc.com/event/293#919
UFC 99: The Comeback,Spencer Fisher vs. Caol Uno,Main,https://www.ufc.com/event/293#918
UFC 99: The Comeback,Dan Hardy vs. Marcus Davis,Main,https://www.ufc.com/event/293#917
UFC 99: The Comeback,Terry Etim vs. Justin Buchholz,,https://www.ufc.com/event/293#916
UFC 99: The Comeback,Dennis Siver vs. Dale Hartt,,https://www.ufc.com/event/293#915
UFC 99: The Comeback,Paul Taylor vs. Peter Sobotta,,https://www.ufc.com/event/293#914
UFC 99: The Comeback,Paul Kelly vs. Rolando Delgado,,https://www.ufc.com/event/293#913
UFC 99: The Comeback,Stefan Struve vs. Denis Stojnic,,https://www.ufc.com/event/293#912
UFC 99: The Comeback,John Hathaway vs. Rick Story,,https://www.ufc.com/event/293#911
UFC 98: Evans vs Machida,Lyoto Machida vs. Rashad Evans,Main,https://www.ufc.com/event/292#910
UFC 98: Evans vs Machida,Matt Hughes vs. Matt Serra,Main,https://www.ufc.com/event/292#909
UFC 98: Evans vs Machida,Drew McFedries vs. Xavier Foupa-Pokam,Main,https://www.ufc.com/event/292#908
UFC 98: Evans vs Machida,Chael Sonnen vs. Dan Miller,Main,https://www.ufc.com/event/292#907
UFC 98: Evans vs Machida,Frankie Edgar vs. Sean Sherk,Main,https://www.ufc.com/event/292#906
UFC 98: Evans vs Machida,Brock Larson vs. Mike Pyle,,https://www.ufc.com/event/292#905
UFC 98: Evans vs Machida,Tim Hague vs. Pat Barry,,https://www.ufc.com/event/292#904
UFC 98: Evans vs Machida,Kyle Bradley vs. Phillipe Nover,,https://www.ufc.com/event/292#903
UFC 98: Evans vs Machida,Krzysztof Soszynski vs. Andre Gusmao,,https://www.ufc.com/event/292#902
UFC 98: Evans vs Machida,Yoshiyuki Yoshida vs. Brandon Wolff,,https://www.ufc.com/event/292#901
UFC 98: Evans vs Machida,George Roop vs. David Kaplan,,https://www.ufc.com/event/292#900
UFC 97: Redemption,Anderson Silva vs. Thales Leites,Main,https://www.ufc.com/event/267#899
UFC 97: Redemption,Sam Stout vs. Matt Wiman,Main,https://www.ufc.com/event/267#898
UFC 97: Redemption,Mauricio Rua vs. Chuck Liddell,Main,https://www.ufc.com/event/267#897
UFC 97: Redemption,Krzysztof Soszynski vs. Brian Stann,Main,https://www.ufc.com/event/267#896
UFC 97: Redemption,Cheick Kongo vs. Antoni Hardonk,Main,https://www.ufc.com/event/267#895
UFC 97: Redemption,Luiz Cane vs. Steve Cantwell,,https://www.ufc.com/event/267#894
UFC 97: Redemption,Denis Kang vs. Xavier Foupa-Pokam,,https://www.ufc.com/event/267#893
UFC 97: Redemption,Nate Quarry vs. Jason MacDonald,,https://www.ufc.com/event/267#892
UFC 97: Redemption,Ed Herman vs. David Loiseau,,https://www.ufc.com/event/267#891
UFC 97: Redemption,Mark Bocek vs. David Bielkheden,,https://www.ufc.com/event/267#890
UFC 97: Redemption,TJ Grant vs. Ryo Chonan,,https://www.ufc.com/event/267#889
UFC 97: Redemption,Eliot Marshall vs. Vinny Magalhaes,,https://www.ufc.com/event/267#888
UFC Fight Night: Condit vs Kampmann,Martin Kampmann vs. Carlos Condit,Main,https://www.ufc.com/event/291#887
UFC Fight Night: Condit vs Kampmann,Ryan Bader vs. Carmelo Marrero,Main,https://www.ufc.com/event/291#886
UFC Fight Night: Condit vs Kampmann,Tyson Griffin vs. Rafael Dos Anjos,Main,https://www.ufc.com/event/291#885
UFC Fight Night: Condit vs Kampmann,Cole Miller vs. Junie Browning,Main,https://www.ufc.com/event/291#884
UFC Fight Night: Condit vs Kampmann,Gleison Tibau vs. Jeremy Stephens,,https://www.ufc.com/event/291#883
UFC Fight Night: Condit vs Kampmann,Ricardo Almeida vs. Matt Horwich,,https://www.ufc.com/event/291#882
UFC Fight Night: Condit vs Kampmann,Brock Larson vs. Jesse Sanders,,https://www.ufc.com/event/291#881
UFC Fight Night: Condit vs Kampmann,Tim Credeur vs. Nick Catone,,https://www.ufc.com/event/291#880
UFC Fight Night: Condit vs Kampmann,Jorge Rivera vs. Nissen Osterneck,,https://www.ufc.com/event/291#879
UFC Fight Night: Condit vs Kampmann,Rob Kimmons vs. Joe Vedepo,,https://www.ufc.com/event/291#878
UFC Fight Night: Condit vs Kampmann,Aaron Simpson vs. Tim McKenzie,,https://www.ufc.com/event/291#877
UFC 96: Jackson vs Jardine,Quinton Jackson vs. Keith Jardine,Main,https://www.ufc.com/event/266#866
UFC 96: Jackson vs Jardine,Shane Carwin vs. Gabriel Gonzaga,Main,https://www.ufc.com/event/266#865
UFC 96: Jackson vs Jardine,Matt Brown vs. Pete Sell,Main,https://www.ufc.com/event/266#864
UFC 96: Jackson vs Jardine,Matt Hamill vs. Mark Munoz,Main,https://www.ufc.com/event/266#863
UFC 96: Jackson vs Jardine,Gray Maynard vs. Jim Miller,Main,https://www.ufc.com/event/266#862
UFC 96: Jackson vs Jardine,Tamdan McCrory vs. Ryan Madigan,,https://www.ufc.com/event/266#861
UFC 96: Jackson vs Jardine,Kendall Grove vs. Jason Day,,https://www.ufc.com/event/266#860
UFC 96: Jackson vs Jardine,Jason Brilz vs. Tim Boetsch,,https://www.ufc.com/event/266#859
UFC 96: Jackson vs Jardine,Brandon Vera vs. Michael Patt,,https://www.ufc.com/event/266#858
UFC 96: Jackson vs Jardine,Shane Nelson vs. Aaron Riley,,https://www.ufc.com/event/266#857
UFC 95: Sanchez vs Stevenson,Diego Sanchez vs. Joe Stevenson,Main,https://www.ufc.com/event/265#856
UFC 95: Sanchez vs Stevenson,Dan Hardy vs. Rory Markham,Main,https://www.ufc.com/event/265#855
UFC 95: Sanchez vs Stevenson,Nate Marquardt vs. Wilson Gouveia,Main,https://www.ufc.com/event/265#854
UFC 95: Sanchez vs Stevenson,Demian Maia vs. Chael Sonnen,Main,https://www.ufc.com/event/265#853
UFC 95: Sanchez vs Stevenson,Paulo Thiago vs. Josh Koscheck,Main,https://www.ufc.com/event/265#852
UFC 95: Sanchez vs Stevenson,Terry Etim vs. Brian Cobb,,https://www.ufc.com/event/265#851
UFC 95: Sanchez vs Stevenson,Junior Dos Santos vs. Stefan Struve,,https://www.ufc.com/event/265#850
UFC 95: Sanchez vs Stevenson,Evan Dunham vs. Per Eklund,,https://www.ufc.com/event/265#849
UFC 95: Sanchez vs Stevenson,Mike Ciesnolevicz vs. Neil Grove,,https://www.ufc.com/event/265#848
UFC 95: Sanchez vs Stevenson,Paul Kelly vs. Troy Mandaloniz,,https://www.ufc.com/event/265#847
UFC Fight Night: Lauzon vs Stephens,Joe Lauzon vs. Jeremy Stephens,Main,https://www.ufc.com/event/290#876
UFC Fight Night: Lauzon vs Stephens,Cain Velasquez vs. Denis Stojnic,Main,https://www.ufc.com/event/290#875
UFC Fight Night: Lauzon vs Stephens,Josh Neer vs. Mac Danzig,Main,https://www.ufc.com/event/290#874
UFC Fight Night: Lauzon vs Stephens,Anthony Johnson vs. Luigi Fioravanti,Main,https://www.ufc.com/event/290#873
UFC Fight Night: Lauzon vs Stephens,Kurt Pellegrino vs. Rob Emerson,,https://www.ufc.com/event/290#872
UFC Fight Night: Lauzon vs Stephens,Dan Miller vs. Jake Rosholt,,https://www.ufc.com/event/290#871
UFC Fight Night: Lauzon vs Stephens,Matt Veach vs. Matt Grice,,https://www.ufc.com/event/290#870
UFC Fight Night: Lauzon vs Stephens,Gleison Tibau vs. Rich Clementi,,https://www.ufc.com/event/290#869
UFC Fight Night: Lauzon vs Stephens,Nick Catone vs. Derek Downey,,https://www.ufc.com/event/290#868
UFC Fight Night: Lauzon vs Stephens,Matthew Riddle vs. Steve Bruno,,https://www.ufc.com/event/290#867
UFC 94: St-Pierre vs Penn 2,Georges St-Pierre vs. BJ Penn,Main,https://www.ufc.com/event/264#846
UFC 94: St-Pierre vs Penn 2,Lyoto Machida vs. Thiago Silva,Main,https://www.ufc.com/event/264#845
UFC 94: St-Pierre vs Penn 2,Jon Jones vs. Stephan Bonnar,Main,https://www.ufc.com/event/264#844
UFC 94: St-Pierre vs Penn 2,Karo Parisyan vs. Dong Hyun Kim,Main,https://www.ufc.com/event/264#843
UFC 94: St-Pierre vs Penn 2,Clay Guida vs. Nate Diaz,Main,https://www.ufc.com/event/264#842
UFC 94: St-Pierre vs Penn 2,Jon Fitch vs. Akihiro Gono,,https://www.ufc.com/event/264#841
UFC 94: St-Pierre vs Penn 2,Thiago Tavares vs. Manvel Gamburyan,,https://www.ufc.com/event/264#840
UFC 94: St-Pierre vs Penn 2,John Howard vs. Chris Wilson,,https://www.ufc.com/event/264#839
UFC 94: St-Pierre vs Penn 2,Jake O'Brien vs. Christian Wellisch,,https://www.ufc.com/event/264#838
UFC 94: St-Pierre vs Penn 2,Dan Cramer vs. Matt Arroyo,,https://www.ufc.com/event/264#837
UFC 93: Franklin vs Henderson,Dan Henderson vs. Rich Franklin,Main,https://www.ufc.com/event/263#833
UFC 93: Franklin vs Henderson,Mauricio Rua vs. Mark Coleman,Main,https://www.ufc.com/event/263#835
UFC 93: Franklin vs Henderson,Rousimar Palhares vs. Jeremy Horn,Main,https://www.ufc.com/event/263#834
UFC 93: Franklin vs Henderson,Alan Belcher vs. Denis Kang,Main,https://www.ufc.com/event/263#830
UFC 93: Franklin vs Henderson,Marcus Davis vs. Chris Lytle,Main,https://www.ufc.com/event/263#832
UFC 93: Franklin vs Henderson,John Hathaway vs. Tom Egan,,https://www.ufc.com/event/263#829
UFC 93: Franklin vs Henderson,Martin Kampmann vs. Alexandre Barros,,https://www.ufc.com/event/263#831
UFC 93: Franklin vs Henderson,Eric Schafer vs. Antonio Mendes,,https://www.ufc.com/event/263#828
UFC 93: Franklin vs Henderson,Tomasz Drwal vs. Ivan Serati,,https://www.ufc.com/event/263#827
UFC 93: Franklin vs Henderson,Dennis Siver vs. Nate Mohr,,https://www.ufc.com/event/263#836
UFC 92: The Ultimate 2008,Rashad Evans vs. Forrest Griffin,Main,https://www.ufc.com/event/1#38
UFC 92: The Ultimate 2008,Frank Mir vs. Antonio Rodrigo Nogueira,Main,https://www.ufc.com/event/1#36
UFC 92: The Ultimate 2008,CB Dollaway vs. Mike Massenzio,Main,https://www.ufc.com/event/1#31
UFC 92: The Ultimate 2008,Quinton Jackson vs. Wanderlei Silva,Main,https://www.ufc.com/event/1#32
UFC 92: The Ultimate 2008,Cheick Kongo vs. Mostapha Al-Turk,Main,https://www.ufc.com/event/1#33
UFC 92: The Ultimate 2008,Yushin Okami vs. Dean Lister,,https://www.ufc.com/event/1#39
UFC 92: The Ultimate 2008,Antoni Hardonk vs. Mike Wessel,,https://www.ufc.com/event/1#35
UFC 92: The Ultimate 2008,Matt Hamill vs. Reese Andy,,https://www.ufc.com/event/1#34
UFC 92: The Ultimate 2008,Brad Blackburn vs. Ryo Chonan,,https://www.ufc.com/event/1#37
UFC 92: The Ultimate 2008,Pat Barry vs. Dan Evensen,,https://www.ufc.com/event/1#30
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Efrain Escudero vs. Phillipe Nover,Main,https://www.ufc.com/event/2#46
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Ryan Bader vs. Vinny Magalhaes,Main,https://www.ufc.com/event/2#40
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Anthony Johnson vs. Kevin Burns,Main,https://www.ufc.com/event/2#47
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Wilson Gouveia vs. Jason MacDonald,Main,https://www.ufc.com/event/2#41
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Junie Browning vs. David Kaplan,Main,https://www.ufc.com/event/2#43
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Krzysztof Soszynski vs. Shane Primm,,https://www.ufc.com/event/2#45
